PF Rating,Team,Pos,Player,Prop,L10 Avg,L10 Diff,L5 Avg,L5 Diff,Odds,Streak,Matchup,2023,2024,H2H,L5,L10,L20,L30
62.4,MEM,PG,Ja Morant,o30.5 PA,32.9,2.4,36.6,6.1,"'-114",4,1,5/9,20/42,3/3,4/5,7/10,11/20,14/30
55.4,ORL,SG,Kentavious Caldwell-Pope,o9.5 PA,10.4,0.9,12.2,2.7,"'-115",1,3,53/75,31/64,13/20,4/5,7/10,9/20,14/30
33.7,MIN,SG,Anthony Edwards,o4.5 Ast,5.2,0.7,4.4,"'-0.1","'-115",1,12,49/78,31/64,4/5,3/5,7/10,12/20,19/30
62.3,TOR,PG,Immanuel Quickley,o3.5 Reb,4.5,1,4.4,0.9,"'+116",3,2,34/68,12/25,2/5,4/5,7/10,10/20,16/30
63.8,UTAH,C,Walker Kessler,o13.5 PA,15,1.5,13.8,0.3,"'-120",1,6,8/64,24/50,3/5,3/5,7/10,12/20,15/30
60.3,MIA,SF,Haywood Highsmith,o4.5 RA,5.8,1.3,5.8,1.3,"'+100",0,20,26/65,27/58,6/16,4/5,7/10,8/20,14/30
63,IND,PG,Tyrese Haliburton,o18.5 Pts,21.7,3.2,22.2,3.7,"'-115",0,22,40/69,28/60,6/8,3/5,7/10,10/20,16/30
55,ATL,C,Onyeka Okongwu,o13.5 Pts,14.9,1.4,12.8,"'-0.7","'-110",0,1,14/55,27/59,1/4,3/5,7/10,11/20,17/30
72.3,MIA,SF,Duncan Robinson,o2.5 3PTM,3.4,0.9,3.6,1.1,"'-105",2,23,38/68,28/62,5/19,4/5,7/10,10/20,15/30
62.9,IND,SF,Aaron Nesmith,o12 Pts,15.1,3.1,13.8,1.8,"'-137",0,24,41/72,13/29,3/8,3/5,7/10,10/20,14/30
31.3,MIN,SF,Jaden McDaniels,o1.5 Steals,1.6,0.1,1.4,"'-0.1","'-120",0,11,15/71,30/67,0/5,3/5,7/10,10/20,16/30
67.4,DEN,SG,Christian Braun,o17.5 PA,19.7,2.2,19.6,2.1,"'-120",0,7,4/81,29/65,1/17,4/5,7/10,13/20,18/30
67.6,MIA,SF,Duncan Robinson,o13.5 PR,16.9,3.4,15.8,2.3,"'+110",2,13,41/68,27/62,5/19,4/5,7/10,10/20,13/30
70.3,ATL,PF,Georges Niang,o1.5 Ast,2,0.5,2.4,0.9,"'-110",2,21,29/81,28/64,1/4,4/5,7/10,9/20,12/30
52.4,DAL,SG,Max Christie,o1.5 3PTM,1.8,0.3,2.4,0.9,"'-180",5,2,10/66,28/63,3/7,5/5,7/10,13/20,21/30
47.3,MIA,C,Kel'el Ware,o16.5 PRA,19.6,3.1,16.4,"'-0.1","'-110",0,7,0/0,20/47,1/1,3/5,7/10,13/20,19/30
72.3,ATL,SG,Caris LeVert,o15.5 PA,19.4,3.9,22.2,6.7,"'-110",2,4,42/68,22/51,2/4,4/5,7/10,9/20,12/30
70,SAC,SF,DeMar DeRozan,o8.5 RA,11,2.5,12.4,3.9,"'-114",1,16,45/78,26/60,2/6,4/5,7/10,13/20,16/30
80.5,PHX,C,Nick Richards,o20.5 PRA,22.1,1.6,21.4,0.9,"'+100",4,17,29/67,20/46,1/4,4/5,7/10,10/20,14/30
82,PHX,C,Nick Richards,o18.5 PR,21.3,2.8,20.6,2.1,"'-120",4,20,33/67,20/46,1/4,4/5,7/10,10/20,14/30
83.5,PHX,C,Nick Richards,o11.5 PA,13,1.5,13.2,1.7,"'-110",4,22,28/67,20/46,1/4,4/5,7/10,9/20,13/30
47.1,IND,C,Myles Turner,o15.5 Pts,17.1,1.6,15,"'-0.5","'-118",0,26,43/77,24/57,5/9,2/5,7/10,12/20,16/30
73.8,LAC,SG,Bogdan Bogdanovic,o17.5 PRA,21,3.5,24.4,6.9,"'-110",1,30,64/78,16/38,0/0,3/5,7/10,9/20,13/30
57.5,ATL,SF,Zaccharie Risacher,o1.5 3PTM,2.2,0.7,1.8,0.3,"'+118",2,1,0/0,25/59,0/1,3/5,7/10,14/20,17/30
76.6,MEM,SF,Jaylen Wells,o3.5 Reb,4.1,0.6,5.4,1.9,"'+115",5,25,0/0,28/66,1/1,5/5,7/10,10/20,12/30
57.6,BOS,PG,Derrick White,o4.5 Ast,5.2,0.7,6,1.5,"'-125",4,19,45/73,26/63,6/21,4/5,7/10,11/20,12/30
61.6,ATL,SG,Caris LeVert,o19.5 PRA,22.3,2.8,25.2,5.7,"'-105",2,2,42/68,21/51,1/4,4/5,7/10,9/20,11/30
62.3,ATL,SG,Terance Mann,o11.5 PR,14.3,2.8,15.4,3.9,"'-115",2,3,34/74,21/51,0/0,4/5,7/10,9/20,14/30
54.9,ORL,SG,Kentavious Caldwell-Pope,o8.5 Pts,8.7,0.2,10.4,1.9,"'+100",1,2,47/75,26/64,12/20,4/5,7/10,8/20,13/30
55.5,MIA,SF,Haywood Highsmith,o1.5 Ast,2.3,0.8,2.2,0.7,"'+140",0,13,18/65,23/58,4/16,4/5,7/10,9/20,15/30
53.8,MIA,C,Kel'el Ware,o8.5 RA,11,2.5,9.8,1.3,"'-105",1,13,0/0,19/47,1/1,3/5,7/10,14/20,18/30
74.8,ATL,SG,Terance Mann,o7.5 Pts,10.9,3.4,11.8,4.3,"'-125",2,8,34/74,20/51,0/0,4/5,7/10,8/20,13/30
61.8,ATL,SG,Terance Mann,o13.5 PRA,16.9,3.4,18.2,4.7,"'-115",3,2,32/74,20/51,0/0,4/5,7/10,8/20,13/30
61.6,IND,SF,Aaron Nesmith,o13.5 PA,16.5,3,15.2,1.7,"'-125",0,23,34/72,11/29,3/8,3/5,7/10,10/20,12/30
69.5,IND,PG,Tyrese Haliburton,o9.5 Ast,10.9,1.4,11.6,2.1,"'+108",7,29,47/69,23/60,6/8,5/5,7/10,7/20,10/30
61.1,PHI,SF,Kelly Oubre Jr.,o15.5 Pts,19.6,4.1,18,2.5,"'-120",0,18,34/67,23/60,3/6,3/5,7/10,11/20,17/30
62.5,ATL,SG,Terance Mann,o10.5 PA,13.5,3,14.6,4.1,"'+105",2,4,33/74,19/51,0/0,4/5,7/10,8/20,13/30
54.3,MIA,C,Kel'el Ware,o7.5 Reb,9.4,1.9,8.8,1.3,"'+105",0,15,0/0,17/47,0/1,3/5,7/10,13/20,17/30
77.8,MEM,SF,Jaylen Wells,o5.5 RA,6.2,0.7,7,1.5,"'+120",6,28,0/0,23/66,0/1,5/5,7/10,9/20,10/30
51.4,DAL,PF,P.J. Washington,o2.5 Ast,3,0.5,2.4,"'-0.1","'+155",0,18,23/73,16/47,0/8,3/5,7/10,10/20,10/30
69.8,SAC,C,Domantas Sabonis,o31.5 PRA,32.8,1.3,28.6,"'-2.9","'-128",0,29,70/81,49/56,9/11,2/5,6/10,14/20,24/30
60.7,SAC,C,Domantas Sabonis,o20.5 PA,19.4,"'-1.1",16.4,"'-4.1","'-120",0,30,67/81,49/56,9/11,2/5,6/10,15/20,25/30
66.3,MIA,PG,Terry Rozier,o3.5 RA,4.4,0.9,4.2,0.7,"'-145",3,11,61/61,49/57,7/7,3/5,6/10,16/20,25/30
68.3,SAC,C,Domantas Sabonis,o27.5 PR,28,0.5,23.4,"'-4.1","'-102",0,28,62/81,45/56,8/11,2/5,6/10,12/20,20/30
72.6,DEN,PG,Russell Westbrook,o0.5 Steals,1,0.5,1.2,0.7,"'+190",1,16,42/68,46/59,6/7,3/5,6/10,12/20,20/30
68.5,DAL,PF,P.J. Washington,o0.5 Steals,1,0.5,0.8,0.3,"'-145",0,17,43/73,36/47,3/8,3/5,6/10,14/20,21/30
86.4,CLE,PF,Dean Wade,o0.5 3PTM,0.9,0.4,1.2,0.7,"'-230",2,28,35/54,34/45,2/3,3/5,6/10,14/20,22/30
61.2,MIN,SG,Anthony Edwards,o4.5 Reb,6.6,2.1,5.6,1.1,"'-145",0,17,47/78,48/64,2/5,2/5,6/10,15/20,22/30
82.9,MEM,PF,Jaren Jackson Jr.,o0.5 Steals,1.1,0.6,1,0.5,"'-190",0,21,46/66,43/59,3/3,3/5,6/10,11/20,19/30
70.6,TOR,PF,Scottie Barnes,o29.5 PRA,30.2,0.7,29,"'-0.5","'-110",0,28,43/60,37/51,3/5,2/5,6/10,14/20,21/30
84.1,TOR,PF,Scottie Barnes,o10.5 RA,12.7,2.2,12.8,2.3,"'-135",1,23,49/60,37/51,4/5,3/5,6/10,13/20,20/30
53.5,BOS,C,Kristaps Porzingis,o25.5 PRA,27.8,2.3,24.8,"'-0.7","'+100",0,22,37/57,23/32,6/11,2/5,6/10,16/20,22/30
43.5,BOS,C,Kristaps Porzingis,o7.5 RA,8.5,1,7,"'-0.5","'-125",0,2,40/57,23/32,7/11,2/5,6/10,15/20,21/30
79.2,ATL,SG,Dyson Daniels,o0.5 3PTM,1,0.5,1.2,0.7,"'-130",0,14,32/60,44/61,2/6,4/5,6/10,13/20,20/30
54.8,LAC,SF,Amir Coffey,o1.5 Reb,1.9,0.4,1.2,"'-0.3","'-170",1,3,35/69,45/64,2/3,2/5,6/10,12/20,19/30
62.4,DEN,C,Nikola Jokic,o36.5 PA,36.3,"'-0.2",39,2.5,"'-112",2,16,39/78,42/60,9/18,3/5,6/10,13/20,18/30
60.4,BOS,C,Kristaps Porzingis,o5.5 Reb,6.3,0.8,5.6,0.1,"'-113",0,4,41/57,22/32,7/11,3/5,6/10,14/20,20/30
81.7,CLE,SF,De'Andre Hunter,o1.5 3PTM,2.1,0.6,1.6,0.1,"'-150",0,24,37/56,34/49,2/5,2/5,6/10,12/20,20/30
88.4,TOR,SF,RJ Barrett,o5.5 Reb,6.2,0.7,7.8,2.3,"'-125",3,30,29/58,35/51,3/4,4/5,6/10,13/20,20/30
85.6,TOR,PF,Scottie Barnes,o0.5 Blocks,1,0.5,1,0.5,"'-250",0,26,46/60,35/51,3/5,3/5,6/10,16/20,23/30
50,DEN,SF,Michael Porter Jr.,o1.5 Ast,1.7,0.2,1.4,"'-0.1","'-130",2,3,36/80,43/63,8/16,3/5,6/10,12/20,17/30
88,SAC,C,Domantas Sabonis,o4.5 Ast,4.8,0.3,5.2,0.7,"'-136",0,30,73/81,38/56,10/11,4/5,6/10,13/20,21/30
75.3,IND,SG,Andrew Nembhard,o4 Ast,5.8,1.8,6.8,2.8,"'-137",0,23,37/66,32/48,5/10,3/5,6/10,12/20,19/30
68,IND,SF,Bennedict Mathurin,o4 Reb,3.9,"'-0.1",4.2,0.2,"'-137",1,28,31/60,39/58,6/9,3/5,6/10,11/20,18/30
44.5,BOS,C,Kristaps Porzingis,o1.5 Ast,2.2,0.7,1.4,"'-0.1","'-155",0,4,35/57,21/32,6/11,2/5,6/10,12/20,20/30
64.3,LAC,SF,Amir Coffey,o0.5 Ast,1.1,0.6,0.4,"'-0.1","'-170",2,22,44/69,42/64,2/3,2/5,6/10,12/20,20/30
79,ATL,SF,Zaccharie Risacher,o0.5 Ast,1.3,0.8,0.8,0.3,"'-150",0,24,0/0,39/59,1/1,2/5,6/10,14/20,20/30
58.5,DEN,SG,Christian Braun,o0.5 Steals,1,0.5,0.4,"'-0.1","'-250",0,23,32/81,43/65,3/17,2/5,6/10,13/20,17/30
66.8,SAC,SG,Zach LaVine,o0.5 Steals,0.7,0.2,0.4,"'-0.1","'-210",0,30,15/25,38/58,2/3,2/5,6/10,12/20,21/30
85.1,CLE,C,Jarrett Allen,o0.5 Steals,1.3,0.8,2,1.5,"'-220",0,26,36/76,42/65,2/5,3/5,6/10,12/20,17/30
83,CLE,C,Jarrett Allen,o0.5 Blocks,1,0.5,1.4,0.9,"'-220",4,19,47/76,42/65,4/5,4/5,6/10,13/20,21/30
61.1,TOR,PF,Scottie Barnes,o25.5 PR,25.5,0,24.8,"'-0.7","'-110",1,27,36/60,33/51,3/5,3/5,6/10,13/20,19/30
76.7,ATL,SF,Zaccharie Risacher,o14.5 PRA,18.1,3.6,15.8,1.3,"'-150",0,22,0/0,38/59,1/1,2/5,6/10,15/20,20/30
31.8,ORL,SF,Franz Wagner,o22.5 Pts,22.5,0,21.2,"'-1.3","'-115",1,12,21/71,30/47,0/3,2/5,6/10,13/20,19/30
59.5,MIN,SG,Anthony Edwards,o9.5 RA,11.8,2.3,10,0.5,"'-115",1,15,44/78,41/64,3/5,2/5,6/10,14/20,22/30
84.1,SAC,SG,Zach LaVine,o29.5 PRA,31.2,1.7,30.8,1.3,"'-105",0,27,9/25,37/58,3/3,3/5,6/10,13/20,22/30
72.3,PHI,SF,Kelly Oubre Jr.,o0.5 3PTM,1.4,0.9,1.4,0.9,"'-245",0,18,49/67,38/60,3/6,3/5,6/10,12/20,19/30
62.3,ATL,SG,Caris LeVert,o6 RA,5.3,"'-0.7",6.2,0.2,"'-137",1,1,49/68,32/51,2/4,4/5,6/10,13/20,18/30
73.5,ATL,SF,Zaccharie Risacher,o10.5 PA,13.8,3.3,11.6,1.1,"'-137",0,15,0/0,37/59,1/1,2/5,6/10,15/20,20/30
76.8,DEN,PG,Jamal Murray,o8.5 RA,9.4,0.9,10,1.5,"'-134",2,22,39/58,37/59,15/18,4/5,6/10,12/20,17/30
87.6,TOR,SF,RJ Barrett,o10.5 RA,11.8,1.3,14.4,3.9,"'-118",3,30,16/58,32/51,0/4,4/5,6/10,12/20,18/30
56.1,BOS,SG,Jrue Holiday,o4 Reb,4.2,0.2,4,0,"'-137",0,28,54/69,31/50,13/17,3/5,6/10,13/20,19/30
74.8,MEM,PG,Ja Morant,o7 Ast,7.5,0.5,7.8,0.8,"'-137",2,4,8/9,26/42,3/3,3/5,6/10,12/20,17/30
79.9,SAC,SF,DeMar DeRozan,o0.5 Steals,0.7,0.2,0.6,0.1,"'-165",3,20,45/78,37/60,5/6,3/5,6/10,8/20,13/30
63.9,MIA,SF,Duncan Robinson,o1.5 Ast,2.7,1.2,1.6,0.1,"'-130",0,13,48/68,38/62,8/19,2/5,6/10,10/20,16/30
71.2,ATL,C,Onyeka Okongwu,o0.5 Blocks,1,0.5,1.2,0.7,"'-129",0,6,38/55,36/59,3/4,3/5,6/10,13/20,20/30
62.2,ATL,SF,Zaccharie Risacher,o10.5 Pts,12.5,2,10.8,0.3,"'-132",0,13,0/0,36/59,1/1,2/5,6/10,15/20,20/30
71.8,HOU,PF,Jabari Smith Jr.,o0.5 Ast,0.8,0.3,1,0.5,"'-225",1,27,57/75,27/44,7/10,3/5,6/10,12/20,19/30
65.4,ORL,PF,Paolo Banchero,o0.5 Blocks,0.6,0.1,0.6,0.1,"'-135",2,28,33/79,20/33,1/3,3/5,6/10,11/20,18/30
56.1,MIN,PG,Mike Conley,o0.5 Steals,1,0.5,1.2,0.7,"'-167",1,9,53/75,35/57,3/3,3/5,6/10,11/20,16/30
66.6,MIN,PG,Mike Conley,o11.5 PA,12.6,1.1,14,2.5,"'-115",4,23,63/75,35/57,2/3,4/5,6/10,15/20,19/30
62.8,MIN,PF,Julius Randle,o24.5 PR,25.6,1.1,26.4,1.9,"'-112",1,24,40/46,33/54,5/6,2/5,6/10,10/20,15/30
82.2,TOR,PF,Scottie Barnes,o6.5 Reb,8,1.5,8.6,2.1,"'-133",1,21,41/60,31/51,4/5,3/5,6/10,12/20,18/30
31.4,ORL,SF,Franz Wagner,o28.5 PR,27.6,"'-0.9",26.6,"'-1.9","'-110",1,12,22/71,28/47,0/3,2/5,6/10,12/20,19/30
56.6,SAC,PF,Keegan Murray,o17.5 PR,18.5,1,15.8,"'-1.7","'-112",0,5,49/76,37/62,5/11,2/5,6/10,12/20,19/30
64.6,MIA,PF,Bam Adebayo,o13.5 RA,14.1,0.6,15.6,2.1,"'-128",2,8,45/70,37/63,7/21,4/5,6/10,11/20,18/30
58,IND,SF,Bennedict Mathurin,o15.5 Pts,15.6,0.1,14,"'-1.5","'-105",1,24,22/60,34/58,2/9,2/5,6/10,11/20,15/30
71,IND,SF,Bennedict Mathurin,o1.5 Ast,2.3,0.8,2.6,1.1,"'-165",0,12,31/60,34/58,5/9,4/5,6/10,11/20,19/30
49,IND,SF,Bennedict Mathurin,o19.5 PR,19.5,0,18.2,"'-1.3","'-115",1,26,24/60,34/58,3/9,2/5,6/10,10/20,15/30
80.8,LAC,SG,Kris Dunn,o0.5 3PTM,0.8,0.3,0.6,0.1,"'-166",0,27,30/65,35/59,0/2,2/5,6/10,10/20,15/30
76.6,ATL,PG,Trae Young,o2.5 Reb,3.1,0.6,3.6,1.1,"'-150",3,14,28/53,36/61,2/4,3/5,6/10,11/20,16/30
73,ATL,C,Onyeka Okongwu,o0.5 Steals,0.9,0.4,1,0.5,"'-235",0,9,20/55,35/59,1/4,3/5,6/10,12/20,20/30
46.9,ORL,C,Wendell Carter Jr.,o18.5 PRA,19.5,1,16.2,"'-2.3","'-105",0,20,29/54,32/54,1/2,2/5,6/10,13/20,19/30
60.8,MIN,PF,Julius Randle,o17.5 Pts,18.8,1.3,18.6,1.1,"'-114",1,19,37/46,32/54,5/6,2/5,6/10,10/20,15/30
61.3,MIN,PF,Julius Randle,o22.5 PA,24.3,1.8,25.8,3.3,"'-105",2,16,36/46,32/54,5/6,3/5,6/10,10/20,16/30
83.5,TOR,SF,RJ Barrett,o4.5 Ast,5.6,1.1,6.6,2.1,"'-130",1,21,15/58,30/51,0/4,4/5,6/10,11/20,17/30
71,UTAH,SF,Lauri Markkanen,o5.5 Reb,6.1,0.6,6.2,0.7,"'-125",2,2,40/55,26/44,4/4,3/5,6/10,10/20,17/30
75.5,UTAH,SF,Lauri Markkanen,o2.5 3PTM,2.8,0.3,3,0.5,"'-160",2,10,33/55,26/44,3/4,3/5,6/10,11/20,18/30
84.7,SAC,SG,Zach LaVine,o2.5 3PTM,3.7,1.2,3.4,0.9,"'-110",1,29,10/25,34/58,1/3,3/5,6/10,11/20,17/30
39.7,MIN,SG,Anthony Edwards,o24.5 Pts,25.9,1.4,22.8,"'-1.7","'-115",2,6,48/78,37/64,1/5,3/5,6/10,13/20,20/30
39,MIN,SG,Anthony Edwards,o29.5 PR,32.5,3,28.4,"'-1.1","'-120",1,8,46/78,37/64,1/5,2/5,6/10,14/20,21/30
79.5,SA,PG,Chris Paul,o1.5 3PTM,1.9,0.4,2.2,0.7,"'-114",1,18,23/57,37/64,2/4,3/5,6/10,12/20,18/30
58.1,DEN,PG,Russell Westbrook,o17.5 PA,17.1,"'-0.4",19.6,2.1,"'-118",2,6,22/68,34/59,5/7,4/5,6/10,13/20,19/30
64.2,PHX,SF,Kevin Durant,o0.5 Steals,1,0.5,0.4,"'-0.1","'-175",1,22,47/74,31/53,2/5,2/5,6/10,13/20,19/30
48.8,MEM,PG,Ja Morant,o3.5 Reb,3,"'-0.5",3.2,"'-0.3","'-165",0,8,8/9,24/42,1/3,3/5,6/10,13/20,18/30
74.6,MEM,C,Zach Edey,o7.5 Pts,8.6,1.1,8.6,1.1,"'-125",1,8,0/0,29/51,0/1,3/5,6/10,11/20,13/30
73.8,MEM,C,Zach Edey,o15.5 PR,17.1,1.6,17,1.5,"'-129",0,8,0/0,29/51,0/1,3/5,6/10,12/20,14/30
60.7,ORL,C,Wendell Carter Jr.,o1.5 Ast,2,0.5,1.6,0.1,"'-180",1,15,30/54,31/54,0/2,3/5,6/10,10/20,17/30
37.9,ORL,C,Wendell Carter Jr.,o0.5 Steals,0.7,0.2,0.4,"'-0.1","'-140",0,5,24/54,31/54,0/2,2/5,6/10,10/20,17/30
47.5,ORL,C,Wendell Carter Jr.,o15.5 PR,17.5,2,14.6,"'-0.9","'-125",0,22,33/54,31/54,1/2,2/5,6/10,12/20,18/30
63.9,MIN,PF,Julius Randle,o11.5 RA,12.3,0.8,15,3.5,"'-108",0,19,32/46,31/54,5/6,4/5,6/10,12/20,19/30
82.3,TOR,SF,RJ Barrett,o1.5 3PTM,2.2,0.7,2.2,0.7,"'-120",0,25,25/58,29/51,1/4,3/5,6/10,11/20,16/30
58.1,SAC,PG,Malik Monk,o5.5 Ast,6.2,0.7,5.4,"'-0.1","'-122",1,5,29/72,31/54,4/8,3/5,6/10,13/20,22/30
79,PHX,SF,Kevin Durant,o5.5 Reb,6.6,1.1,7.4,1.9,"'-159",1,16,46/74,30/53,2/5,4/5,6/10,8/20,16/30
72.5,PHX,SF,Kevin Durant,o36.5 PRA,36.1,"'-0.4",39.4,2.9,"'-124",0,20,43/74,30/53,3/5,4/5,6/10,12/20,16/30
34.3,BOS,C,Kristaps Porzingis,o1.5 Blocks,2,0.5,1.4,"'-0.1","'+140",0,8,28/57,18/32,7/11,2/5,6/10,10/20,17/30
72.5,MIA,PF,Bam Adebayo,o0.5 3PTM,1,0.5,1.4,0.9,"'-160",0,27,12/70,35/63,5/21,4/5,6/10,14/20,20/30
68.3,LAC,PG,James Harden,o14.5 RA,15.1,0.6,15.8,1.3,"'-128",3,21,31/72,35/63,3/3,3/5,6/10,12/20,19/30
51.1,HOU,SG,Jalen Green,o2.5 3PTM,3.1,0.6,2.4,"'-0.1","'-110",2,21,31/81,37/66,4/11,2/5,6/10,13/20,19/30
75.4,MEM,SG,Desmond Bane,o4.5 Ast,6,1.5,5.4,0.9,"'-135",1,8,25/42,30/54,1/3,3/5,6/10,12/20,18/30
83,TOR,PG,Immanuel Quickley,o4.5 Ast,5.1,0.6,4.8,0.3,"'-137",2,26,31/68,14/25,1/5,3/5,6/10,12/20,18/30
65.1,MIA,SG,Tyler Herro,o0.5 Steals,1.1,0.6,1.2,0.7,"'-155",2,11,18/41,34/62,6/13,4/5,6/10,13/20,19/30
43.6,HOU,PF,Jabari Smith Jr.,o6.5 Reb,6.5,0,6,"'-0.5","'-114",0,27,49/75,24/44,6/10,2/5,6/10,9/20,16/30
75.7,MEM,PG,Luke Kennard,o0.5 Steals,0.9,0.4,1.4,0.9,"'-155",2,4,19/39,28/51,2/3,4/5,6/10,13/20,18/30
39.7,MIN,SG,Anthony Edwards,o34.5 PRA,37.7,3.2,32.8,"'-1.7","'-115",1,10,50/78,35/64,1/5,2/5,6/10,14/20,21/30
73.5,PHX,PG,Devin Booker,o4 Reb,4.4,0.4,5.2,1.2,"'-137",0,9,45/67,33/60,7/11,3/5,6/10,12/20,18/30
67.5,BOS,PF,Jayson Tatum,o3.5 3PTM,3.6,0.1,4,0.5,"'-130",3,15,29/74,33/61,3/21,4/5,6/10,11/20,14/30
66.3,MIA,PG,Davion Mitchell,o6.5 Pts,8.5,2,6.6,0.1,"'+105",0,16,23/71,31/57,6/8,3/5,6/10,13/20,17/30
77.9,IND,C,Myles Turner,o1.5 Blocks,1.7,0.2,2.2,0.7,"'-155",1,26,43/77,31/57,3/9,4/5,6/10,9/20,15/30
76.7,IND,SG,Andrew Nembhard,o0.5 3PTM,0.9,0.4,1.2,0.7,"'-188",1,25,42/66,26/48,7/10,4/5,6/10,11/20,16/30
63.4,MEM,SG,Desmond Bane,o30.5 PRA,34.6,4.1,33.8,3.3,"'-112",1,6,26/42,29/54,1/3,3/5,6/10,15/20,22/30
65.5,MEM,SG,Desmond Bane,o24.5 PA,26.6,2.1,25.2,0.7,"'-105",1,11,29/42,29/54,2/3,3/5,6/10,13/20,21/30
64.2,MIN,PG,Mike Conley,o1.5 3PTM,1.9,0.4,2.2,0.7,"'-102",0,23,46/75,31/57,1/3,3/5,6/10,13/20,16/30
46.8,DEN,SG,Christian Braun,o4.5 Reb,5.2,0.7,3.8,"'-0.7","'-115",0,4,24/81,35/65,3/17,2/5,6/10,15/20,19/30
29,BOS,SF,Jaylen Brown,o33.5 PRA,32.9,"'-0.6",33.2,"'-0.3","'-120",0,11,29/70,29/55,8/19,4/5,6/10,11/20,15/30
45.1,MIA,SG,Tyler Herro,o33.5 PRA,35.1,1.6,33,"'-0.5","'-113",1,7,14/41,33/62,5/13,3/5,6/10,12/20,17/30
76.6,ATL,SG,Caris LeVert,o1.5 3PTM,2.1,0.6,2.6,1.1,"'-122",2,14,30/68,27/51,2/4,4/5,6/10,9/20,15/30
47.8,CLE,SF,Max Strus,o7.5 RA,7.7,0.2,7.2,"'-0.3","'-135",2,5,46/69,19/36,3/5,3/5,6/10,13/20,17/30
54.4,MIN,C,Rudy Gobert,o1.5 Ast,2.4,0.9,2.2,0.7,"'-120",3,3,26/75,30/57,1/5,3/5,6/10,11/20,14/30
78,CHA,PF,Miles Bridges,o7.5 Reb,8.6,1.1,9,1.5,"'-122",1,12,31/69,27/51,1/3,4/5,6/10,11/20,15/30
56.9,SAC,PF,Keegan Murray,o11.5 Pts,13.5,2,11,"'-0.5","'-104",0,8,49/76,33/62,7/11,2/5,6/10,12/20,18/30
31.8,MIA,SG,Tyler Herro,o28.5 PA,30.3,1.8,27.8,"'-0.7","'-115",1,5,12/41,32/62,4/13,2/5,6/10,12/20,17/30
70.4,PHI,SF,Kelly Oubre Jr.,o22.5 PRA,25.2,2.7,23.6,1.1,"'-105",0,15,32/67,31/60,4/6,3/5,6/10,13/20,20/30
73.8,LAC,PF,Kawhi Leonard,o1.5 3PTM,2.2,0.7,2,0.5,"'-205",1,11,45/68,12/23,5/5,2/5,6/10,10/20,14/30
74,HOU,PF,Dillon Brooks,o13.5 Pts,15.4,1.9,18,4.5,"'-105",4,29,29/72,32/62,5/10,4/5,6/10,12/20,14/30
64.4,DEN,SG,Christian Braun,o14.5 Pts,16.6,2.1,15.8,1.3,"'-125",0,4,4/81,34/65,1/17,3/5,6/10,13/20,18/30
77.4,UTAH,PG,Isaiah Collier,o0.5 Steals,1,0.5,1,0.5,"'-167",1,14,0/0,30/58,0/1,3/5,6/10,13/20,19/30
70.4,SAC,PG,Malik Monk,o3.5 Reb,3.7,0.2,4,0.5,"'-110",1,1,27/72,28/54,2/8,3/5,6/10,13/20,17/30
59.2,PHX,PG,Devin Booker,o6.5 Ast,7.2,0.7,6.2,"'-0.3","'-137",0,13,37/67,31/60,6/11,2/5,6/10,12/20,16/30
51.9,PHX,PG,Devin Booker,o2.5 3PTM,2.8,0.3,2.2,"'-0.3","'-110",0,19,21/67,31/60,1/11,2/5,6/10,11/20,17/30
70.7,ATL,PG,Trae Young,o38.5 PRA,40.4,1.9,43,4.5,"'-115",4,22,29/53,31/61,3/4,4/5,6/10,11/20,16/30
69.6,ATL,SG,Dyson Daniels,o24 PRA,26.2,2.2,27,3,"'-137",0,2,4/60,31/61,0/6,3/5,6/10,14/20,20/30
69.8,ATL,SG,Dyson Daniels,o19.5 PR,21.2,1.7,21.6,2.1,"'-118",0,3,2/60,31/61,0/6,3/5,6/10,14/20,19/30
78.9,SAC,SF,DeMar DeRozan,o30.5 PRA,34.4,3.9,36.8,6.3,"'-110",1,14,49/78,30/60,4/6,4/5,6/10,10/20,17/30
67.3,PHX,SG,Bradley Beal,o3.5 Ast,5.1,1.6,4.6,1.1,"'-143",0,21,38/52,23/46,3/6,2/5,6/10,11/20,16/30
53.3,BOS,PF,Jayson Tatum,o8.5 Reb,10.1,1.6,10.8,2.3,"'-125",0,14,29/74,30/61,14/21,3/5,6/10,6/20,11/30
60.6,MIA,PG,Terry Rozier,o0.5 Steals,0.8,0.3,1,0.5,"'+145",0,7,44/61,28/57,4/7,3/5,6/10,10/20,14/30
44.6,IND,C,Myles Turner,o23.5 PRA,24.8,1.3,22.4,"'-1.1","'-120",0,25,44/77,28/57,4/9,1/5,6/10,11/20,17/30
71.7,ATL,PG,Trae Young,o35.5 PA,37.3,1.8,39.4,3.9,"'-115",4,24,27/53,30/61,3/4,4/5,6/10,11/20,16/30
69.2,PHX,SF,Kevin Durant,o32.5 PR,31.6,"'-0.9",35,2.5,"'-113",0,18,41/74,26/53,3/5,3/5,6/10,11/20,14/30
54.5,MIA,PF,Bam Adebayo,o28.5 PR,31,2.5,33.2,4.7,"'-105",0,15,43/70,30/63,11/21,3/5,6/10,15/20,17/30
